Unique ID	Card Identifiers	Set Identifiers	Name	Pitch	Cost	Power	Defense	Health	Intelligence	Rarity	Types	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Functional Text	Flavor Text	Type Text	Artists	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	Blitz Living Legend	CC Living Legend	Blitz Banned	CC Banned	Commoner Banned	Blitz Suspended Start	Blitz Suspended End	CC Suspended Start	CC Suspended End	Commoner Suspended Start	Commoner Suspended End	Variations	Image URLs			
FKjft7Bppw9tzCgHF6wgN	ARC180	ARC	Cadaverous Contraband	2	2	5	2			C	Generic, Action, Attack					If Cadaverous Contraband hits, you may put a ‘non-attack’ action card from your graveyard on top of your deck.		Generic Action – Attack	Alexey Peregrudov																S R – ARC180 – F, S R – ARC180 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC180.png - ARC180 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC180.png – ARC180 – U			
MgcdF97Kkdc8DgbgJqn6n	ARC181	ARC	Cadaverous Contraband	3	2	4	2			C	Generic, Action, Attack					If Cadaverous Contraband hits, you may put a ‘non-attack’ action card from your graveyard on top of your deck.		Generic Action – Attack	Alexey Peregrudov																S R – ARC181 – F, S R – ARC181 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC181.png - ARC181 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC181.png – ARC181 – U			
DmHwpnc6GT8rFrhHWbgKn	ARC182	ARC	Fervent Forerunner	1	0	3	2			C	Generic, Action, Attack	Opt 2, Go again				"If Fervent Forerunner hits, **opt 2.** *(Look at the top 2 cards of your deck. You may put them on the top and/or bottom in any order.)*

If Fervent Forerunner is played from arsenal, it gains **go again.**"		Generic Action – Attack	Fedor Barkhatov																S – ARC182 – F, R – ARC182 – F – AT, S R – ARC182 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC182.png - ARC182 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC182-RF.png - ARC182 – F - AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC182.png – ARC182 – U			
Pq7gfFGTFdtwnhQcJW7tp	ARC183	ARC	Fervent Forerunner	2	0	2	2			C	Generic, Action, Attack	Opt 2, Go again				"If Fervent Forerunner hits, **opt 2.** *(Look at the top 2 cards of your deck. You may put them on the top and/or bottom in any order.)*

If Fervent Forerunner is played from arsenal, it gains **go again.**"		Generic Action – Attack	Fedor Barkhatov																S – ARC183 – F, R – ARC183 – F – AT, S R – ARC183 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC183.png - ARC183 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC183-RF.png - ARC183 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC183.png – ARC183 – U			
K6W9brWwgQphkdKnMwHjN	ARC184	ARC	Fervent Forerunner	3	0	1	2			C	Generic, Action, Attack	Opt 2, Go again				"If Fervent Forerunner hits, **opt 2.** *(Look at the top 2 cards of your deck. You may put them on the top and/or bottom in any order.)*

If Fervent Forerunner is played from arsenal, it gains **go again.**"		Generic Action – Attack	Fedor Barkhatov																S – ARC184 – F, R – ARC184 – F – AT, S R – ARC184 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC184.png - ARC184 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC184-RF.png - ARC184 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC184.png – ARC184 – U			
zTcphGT8wkzbJmP6CPBNH	ARC185	ARC	Moon Wish	1	2	5	2			C	Generic, Action, Attack					"You may put a card from your hand on top of your deck rather than pay Moon Wish's {r} cost.

If Moon Wish hits, search your deck for a card named Sun Kiss, reveal it, put it into your hand, then shuffle your deck."		Generic Action – Attack	Daria Khlebnikova																S R – ARC185 – F, S R – ARC185 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC185.png - ARC185 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC185.png – ARC185 – U			
hWhmBMwqTN98JbRCFqM9h	ARC186	ARC	Moon Wish	2	2	4	2			C	Generic, Action, Attack					"You may put a card from your hand on top of your deck rather than pay Moon Wish's {r} cost.

If Moon Wish hits, search your deck for a card named Sun Kiss, reveal it, put it into your hand, then shuffle your deck."		Generic Action – Attack	Daria Khlebnikova																S R – ARC186 – F, S R – ARC186 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC186.png - ARC186 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC186.png – ARC186 – U			
MLQ69Tc8kHHPnNKmnQjTN	ARC187	ARC	Moon Wish	3	2	3	2			C	Generic, Action, Attack					"You may put a card from your hand on top of your deck rather than pay Moon Wish's {r} cost.

If Moon Wish hits, search your deck for a card named Sun Kiss, reveal it, put it into your hand, then shuffle your deck."		Generic Action – Attack	Daria Khlebnikova																S R – ARC187 – F, S R – ARC187 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC187.png - ARC187 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC187.png – ARC187 – U			
rFRzQgBhNJm8QLqzcqw6J	ARC188	ARC	Push the Point	1	1	4	2			C	Generic, Action, Attack					If the last attack on this combat chain hit, Push the Point gains +2{p}.		Generic Action – Attack	Anastasiya Grintsova																S R – ARC188 – F, S R – ARC188 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC188.png - ARC188 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC188.png – ARC188 – U			
jqkCFp9LBzqKWBzwqRFGc	ARC189	ARC	Push the Point	2	1	3	2			C	Generic, Action, Attack					If the last attack on this combat chain hit, Push the Point gains +2{p}.		Generic Action – Attack	Anastasiya Grintsova																S R – ARC189 – F, S R – ARC189 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC189.png - ARC189 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC189.png – ARC189 – U			
LT6kLbpHWcBwpTGdNPfNb	ARC190	ARC	Push the Point	3	1	2	2			C	Generic, Action, Attack					If the last attack on this combat chain hit, Push the Point gains +2{p}.		Generic Action – Attack	Anastasiya Grintsova																S R – ARC190 – F, S R – ARC190 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC190.png - ARC190 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC190.png – ARC190 – U			
cQzGRLNcRHCcdg8T6qCQp	1HP393, ARC191	1HP, ARC	Ravenous Rabble	1	0	5	2			C, C	Generic, Action, Attack	Go again				"When you attack with Ravenous Rabble, reveal the top card of your deck. Ravenous Rabble gets -X{p}, where X is the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*

**Go again**"		Generic Action – Attack	Maxim Kostin																S – 1HP393 – N, S – ARC191 – F, R – ARC191 – F – AT, S R – ARC191 – U	https://storage.googleapis.com/fabmaster/media/images/1HP393.width-450.png – 1HP393 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC191.png - ARC191 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC191-RF.png - ARC191 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC191.png – ARC191 – U			
KJCmwmHGNLhHgqggCW7f6	1HP394, ARC192	1HP, ARC	Ravenous Rabble	2	0	4	2			C, C	Generic, Action, Attack	Go again				"When you attack with Ravenous Rabble, reveal the top card of your deck. Ravenous Rabble gets -X{p}, where X is the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*

**Go again**"		Generic Action – Attack	Maxim Kostin																S – 1HP394 – N, S – ARC192 – F, R – ARC192 – F – AT, S R – ARC192 – U	https://storage.googleapis.com/fabmaster/media/images/1HP394.width-450.png – 1HP394 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC192.png - ARC192 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC192-RF.png - ARC192 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC192.png – ARC192 – U			
dLLbzMjnrQD8pzTWwc6wN	1HP395, ARC193	1HP, ARC	Ravenous Rabble	3	0	3	2			C, C	Generic, Action, Attack	Go again				"When you attack with Ravenous Rabble, reveal the top card of your deck. Ravenous Rabble gets -X{p}, where X is the pitch value of the card revealed this way. *(The pitch value is located in the top left corner of the card.)*

**Go again**"		Generic Action – Attack	Maxim Kostin																S – 1HP395 – N, S – ARC193 – F, R – ARC193 – F – AT, S R – ARC193 – U	https://storage.googleapis.com/fabmaster/media/images/1HP395.width-450.png – 1HP395 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC193.png - ARC193 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC193-RF.png - ARC193 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC193.png – ARC193 – U			
qPwHzBfLLWfBDPRcq7MCD	ARC194	ARC	Rifting	1	2	6	2			C	Generic, Action, Attack					If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.	“Sir, might I suggest disposing of the ancient artefact?” - Jeeves	Generic Action – Attack	Oxana Turlay																S R – ARC194 – F, S R – ARC194 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC194.png - ARC194 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC194.png – ARC194 – U			
TRGpwNTd7jF97GkGmcpcf	ARC195	ARC	Rifting	2	2	5	2			C	Generic, Action, Attack					If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.	“Sir, might I suggest disposing of the ancient artefact?” - Jeeves	Generic Action – Attack	Oxana Turlay																S R – ARC195 – F, S R – ARC195 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC195.png - ARC195 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC195.png – ARC195 – U			
td66DTNdHrDgj8zBTWR6J	ARC196	ARC	Rifting	3	2	4	2			C	Generic, Action, Attack					If Rifting hits, you may play your next 'non-attack' action card this turn as though it were an instant.	“Sir, might I suggest disposing of the ancient artefact?” - Jeeves	Generic Action – Attack	Oxana Turlay																S R – ARC196 – F, S R – ARC196 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC196.png - ARC196 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC196.png – ARC196 – U			
DrcjknHrPpMJ88TwjPCGK	ARC197	ARC	Vigor Rush	1	1	4	2			C	Generic, Action, Attack	Go again				If you have played a 'non-attack' action card this turn, Vigor Rush gains **go again.**		Generic Action – Attack	Anastasiya Grintsova																S R – ARC197 – F, S R – ARC197 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC197.png - ARC197 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC197.png – ARC197 – U			
P6CDznNkWdHd9JzfrTbGG	ARC198	ARC	Vigor Rush	2	1	3	2			C	Generic, Action, Attack	Go again				If you have played a 'non-attack' action card this turn, Vigor Rush gains **go again.**		Generic Action – Attack	Anastasiya Grintsova																S R – ARC198 – F, S R – ARC198 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC198.png - ARC198 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC198.png – ARC198 – U			
tfLWN8zjNcdGNPLm7cgMM	ARC199	ARC	Vigor Rush	3	1	2	2			C	Generic, Action, Attack	Go again				If you have played a 'non-attack' action card this turn, Vigor Rush gains **go again.**		Generic Action – Attack	Anastasiya Grintsova																S R – ARC199 – F, S R – ARC199 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC199.png - ARC199 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC199.png – ARC199 – U			
hcQtbbH7PDqnmpzrNKNq8	FAB024, 1HP405, ARC200	FAB, 1HP, ARC	Fate Foreseen	1	0		4			P, C, C	Generic, Defense Reaction	Opt 1				**Opt 1** *(Look at the top card of your deck. You may put it on the bottom.)*	“Should you wish to see the future, know this… what has been seen cannot be unseen.” - Vera	Generic Defense Reaction	Alexandra Malygina, Anastasia Alexandrova, Anastasia Alexandrova																R – FAB024 – N, S – 1HP405 – N, S R – ARC200 – F, S R – ARC200 – U	https://storage.googleapis.com/fabmaster/media/images/FAB024.width-450.png – FAB024 – N, https://storage.googleapis.com/fabmaster/media/images/1HP405.width-450.png – 1HP405 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC200.png - ARC200 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC200.png – ARC200 – U			
rzqWQW8jf7GWnqGRcm7pr	1HP406, ARC201	1HP, ARC	Fate Foreseen	2	0		3			C, C	Generic, Defense Reaction	Opt 1				**Opt 1** *(Look at the top card of your deck. You may put it on the bottom.)*	“Should you wish to see the future, know this… what has been seen cannot be unseen.” - Vera	Generic Defense Reaction	Anastasia Alexandrova																S – 1HP406 – N, S R – ARC201 – F, S R – ARC201 – U	https://storage.googleapis.com/fabmaster/media/images/1HP406.width-450.png – 1HP406 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC201.png - ARC201 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC201.png – ARC201 – U			
H6jFBHPcGwQBGgBDRdLDr	1HP407, ARC202	1HP, ARC	Fate Foreseen	3	0		2			C, C	Generic, Defense Reaction	Opt 1				**Opt 1** *(Look at the top card of your deck. You may put it on the bottom.)*	“Should you wish to see the future, know this… what has been seen cannot be unseen.” - Vera	Generic Defense Reaction	Anastasia Alexandrova																S – 1HP407 – N, S R – ARC202 – F, S R – ARC202 – U	https://storage.googleapis.com/fabmaster/media/images/1HP407.width-450.png – 1HP407 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC202.png - ARC202 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC202.png – ARC202 – U			
j8QfDD9RkntW97TjWTKnm	1HP414, ARC203	1HP, ARC	Come to Fight	1	1		3			C, C	Generic, Action	Go again				"The next attack action card you play this turn gains +3{p}.

**Go again**"	"Graham the Gallant strode among the trees, tracking a band of notorious thieves.

They cowered before good Graham’s might, for they knew they’d already lost the fight."	Generic Action	Andrey Savchuk																S – 1HP414 – N, S – ARC203 – F, R – ARC203 – F – AT, S R – ARC203 – U	https://storage.googleapis.com/fabmaster/media/images/1HP414.width-450.png – 1HP414 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC203.png - ARC203 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC203-RF.png - ARC203 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC203.png – ARC203 – U			
jzzQ9PqnKnnPF9KPKCcp6	1HP415, ARC204	1HP, ARC	Come to Fight	2	1		3			C, C	Generic, Action	Go again				"The next attack action card you play this turn gains +2{p}.

**Go again**"	"Graham the Gallant strode among the trees, tracking a band of notorious thieves.

They cowered before good Graham’s might, for they knew they’d already lost the fight."	Generic Action	Andrey Savchuk																S – 1HP415 – N, S – ARC204 – F, R – ARC204 – F – AT, S R – ARC204 – U	https://storage.googleapis.com/fabmaster/media/images/1HP415.width-450.png – 1HP415 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC204.png - ARC204 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC204-RF.png - ARC204 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC204.png – ARC204 – U			
RHPJzCD8kRDhfDpQMCWgF	RVD024, 1HP416, ARC205	RVD, 1HP, ARC	Come to Fight	3	1		3			C, C, C	Generic, Action	Go again				"The next attack action card you play this turn gains +1{p}.

**Go again**"	"Graham the Gallant strode among the trees, tracking a band of notorious thieves.

They cowered before good Graham’s might, for they knew they’d already lost the fight."	Generic Action	Andrey Savchuk																S – RVD024 – N, S – 1HP416 – N, S – ARC205 – F, R – ARC205 – F – AT, S R – ARC205 – U	https://storage.googleapis.com/fabmaster/media/images/RVD024.width-450.png – RVD024 – N, https://storage.googleapis.com/fabmaster/media/images/1HP416.width-450.png – 1HP416 – N, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC205.png - ARC205 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC205-RF.png - ARC205 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC205.png – ARC205 – U			
g9zQGD9jn99zpMwBb7WHQ	ARC206	ARC	Force Sight	1	1		2			C	Generic, Action	Opt 2, Go again				"The next attack action card you play this turn gains +3{p}.

If Force Sight is played from arsenal, **opt 2.** *(Look at the top 2 cards of your deck. You may put them on the top and/or bottom in any order.)*

**Go again**"		Generic Action	Le Vuong																S – ARC206 – F, R – ARC206 – F – AT, S R – ARC206 – U	https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC206.png - ARC206 – F, https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC206-RF.png - ARC206 – F – AT, https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC206.png – ARC206 – U			
